Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,22.479999542236328,22.649999618530273,22.09000015258789,22.110000610351562,21.851993560791016,3631400
2023-01-31,22.149999618530273,22.549999237060547,22.010000228881836,22.459999084472656,22.197908401489258,10134000
2023-02-01,22.31999969482422,22.770000457763672,22.010000228881836,22.530000686645508,22.267093658447266,4697200
2023-02-02,22.709999084472656,23.270000457763672,22.690000534057617,23.06999969482422,22.800790786743164,5415400
2023-02-03,22.75,22.799999237060547,22.3799991607666,22.530000686645508,22.267093658447266,4645400
2023-02-06,22.25,22.3799991607666,21.969999313354492,22.290000915527344,22.02989387512207,2912000
2023-02-07,22.149999618530273,22.559999465942383,21.940000534057617,22.360000610351562,22.099077224731445,5146600
2023-02-08,22.219999313354492,22.3799991607666,22.079999923706055,22.15999984741211,21.901409149169922,3946000
2023-02-09,21.920000076293945,22.139999389648438,21.260000228881836,21.40999984741211,21.1601619720459,7078400
2023-02-10,21.440000534057617,21.739999771118164,21.200000762939453,21.670000076293945,21.41712760925293,4377900
2023-02-13,21.719999313354492,21.920000076293945,21.68000030517578,21.799999237060547,21.545610427856445,3352400
2023-02-14,21.729999542236328,21.8799991607666,21.360000610351562,21.420000076293945,21.170045852661133,6616400
2023-02-15,21.25,21.43000030517578,21.18000030517578,21.299999237060547,21.05144500732422,6580000
2023-02-16,21.010000228881836,21.31999969482422,20.899999618530273,21.1200008392334,20.873546600341797,4524700
2023-02-17,21.139999389648438,21.200000762939453,20.780000686645508,21.149999618530273,20.903196334838867,2898400
2023-02-21,20.8799991607666,21.030000686645508,20.399999618530273,20.450000762939453,20.21136474609375,3505600
2023-02-22,20.5,20.639999389648438,20.290000915527344,20.3799991607666,20.142181396484375,4065400
2023-02-23,20.56999969482422,20.65999984741211,20.290000915527344,20.600000381469727,20.359615325927734,3698600
2023-02-24,20.389999389648438,20.700000762939453,20.270000457763672,20.639999389648438,20.399147033691406,4834700
2023-02-27,20.950000762939453,21.020000457763672,20.56999969482422,20.6299991607666,20.389263153076172,3633000
2023-02-28,20.649999618530273,20.899999618530273,20.56999969482422,20.610000610351562,20.369497299194336,3891600
2023-03-01,20.469999313354492,20.6200008392334,20.1299991607666,20.5,20.260780334472656,3437400
2023-03-02,20.389999389648438,20.549999237060547,20.280000686645508,20.450000762939453,20.21136474609375,5715300
2023-03-03,20.670000076293945,20.739999771118164,20.43000030517578,20.65999984741211,20.418912887573242,4574600
2023-03-06,20.799999237060547,20.799999237060547,20.420000076293945,20.479999542236328,20.24101448059082,3971100
2023-03-07,20.40999984741211,20.479999542236328,19.579999923706055,19.709999084472656,19.479999542236328,4911200
2023-03-08,19.510000228881836,20.030000686645508,19.450000762939453,20.0,20.0,5140500
2023-03-09,20.010000228881836,20.030000686645508,19.579999923706055,19.579999923706055,19.579999923706055,3648000
2023-03-10,19.540000915527344,19.540000915527344,18.639999389648438,18.780000686645508,18.780000686645508,4766800
2023-03-13,18.579999923706055,19.139999389648438,18.530000686645508,18.959999084472656,18.959999084472656,5976400
2023-03-14,19.34000015258789,19.43000030517578,19.010000228881836,19.200000762939453,19.200000762939453,4796300
2023-03-15,18.860000610351562,18.860000610351562,18.309999465942383,18.670000076293945,18.670000076293945,6358900
2023-03-16,18.540000915527344,18.6299991607666,18.049999237060547,18.350000381469727,18.350000381469727,9764900
2023-03-17,18.219999313354492,18.280000686645508,17.610000610351562,17.670000076293945,17.670000076293945,8350000
2023-03-20,17.790000915527344,18.200000762939453,17.649999618530273,18.100000381469727,18.100000381469727,5710500
2023-03-21,18.399999618530273,18.530000686645508,18.139999389648438,18.219999313354492,18.219999313354492,4311500
2023-03-22,17.989999771118164,18.18000030517578,17.559999465942383,17.56999969482422,17.56999969482422,4319300
2023-03-23,17.610000610351562,17.920000076293945,17.34000015258789,17.510000228881836,17.510000228881836,5177600
2023-03-24,17.399999618530273,18.049999237060547,17.3799991607666,18.010000228881836,18.010000228881836,5366400
2023-03-27,18.200000762939453,18.299999237060547,17.989999771118164,18.170000076293945,18.170000076293945,6302500
2023-03-28,17.920000076293945,18.299999237060547,17.920000076293945,18.229999542236328,18.229999542236328,3052300
2023-03-29,18.5,18.6299991607666,18.3700008392334,18.600000381469727,18.600000381469727,4736400
2023-03-30,18.959999084472656,19.040000915527344,18.770000457763672,18.809999465942383,18.809999465942383,3796500
2023-03-31,18.940000534057617,19.549999237060547,18.90999984741211,19.530000686645508,19.530000686645508,6316800
2023-04-03,19.549999237060547,19.93000030517578,19.350000381469727,19.469999313354492,19.469999313354492,5760100
