Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,418.7300109863281,425.75,418.0,420.6000061035156,419.2882385253906,1376100
2023-01-31,421.80999755859375,423.0400085449219,416.05999755859375,422.8399963378906,421.521240234375,1269800
2023-02-01,422.0400085449219,429.8299865722656,418.5,426.989990234375,425.6582946777344,1112100
2023-02-02,426.6199951171875,426.739990234375,401.8699951171875,406.54998779296875,405.28204345703125,2551300
2023-02-03,406.5,413.7099914550781,404.9200134277344,406.05999755859375,404.7935791015625,2295500
2023-02-06,405.5,412.9100036621094,405.0199890136719,410.2300109863281,408.9505920410156,1378100
2023-02-07,408.20001220703125,413.4100036621094,404.7799987792969,409.5199890136719,408.2427673339844,1313100
2023-02-08,406.05999755859375,411.5,406.0199890136719,407.69000244140625,406.4184875488281,1061500
2023-02-09,411.0799865722656,412.5299987792969,407.1300048828125,408.010009765625,406.73748779296875,1262700
2023-02-10,408.6600036621094,418.44000244140625,408.1600036621094,417.7900085449219,416.48699951171875,1357000
2023-02-13,419.3800048828125,423.3900146484375,414.1400146484375,415.3299865722656,414.0346374511719,1428400
2023-02-14,415.3800048828125,415.3800048828125,404.1400146484375,409.30999755859375,408.033447265625,1503000
2023-02-15,406.6700134277344,414.0,405.5199890136719,410.0400085449219,408.76116943359375,1424800
2023-02-16,404.9700012207031,409.2699890136719,402.8299865722656,402.9599914550781,401.7032470703125,2122500
2023-02-17,419.0,436.3800048828125,415.5,433.30999755859375,431.9585876464844,4888700
2023-02-21,431.9200134277344,437.8800048828125,425.6700134277344,427.1700134277344,425.8377380371094,1936300
2023-02-22,429.3800048828125,430.989990234375,421.739990234375,426.4100036621094,425.0801086425781,1356300
2023-02-23,429.9800109863281,431.3699951171875,420.29998779296875,425.04998779296875,423.7243347167969,1086900
2023-02-24,423.6000061035156,423.7099914550781,415.2099914550781,417.4200134277344,416.1181640625,1031200
2023-02-27,418.5899963378906,422.9800109863281,416.7300109863281,421.6300048828125,420.3150329589844,920200
2023-02-28,421.7900085449219,422.19000244140625,417.17999267578125,419.239990234375,417.9324645996094,1465200
2023-03-01,418.3399963378906,423.8500061035156,416.80999755859375,419.75,418.4408874511719,1354000
2023-03-02,417.760009765625,423.260009765625,417.760009765625,421.3399963378906,420.0259094238281,959800
2023-03-03,422.7699890136719,431.6700134277344,422.010009765625,430.2799987792969,428.93804931640625,1097400
2023-03-06,430.29998779296875,432.0,425.6099853515625,425.7099914550781,424.3822937011719,1007500
2023-03-07,425.54998779296875,426.92999267578125,417.8999938964844,418.1499938964844,416.8458557128906,1181500
2023-03-08,418.7799987792969,426.1199951171875,418.260009765625,424.2900085449219,422.96673583984375,1365900
2023-03-09,426.0199890136719,432.8900146484375,420.8800048828125,421.4200134277344,420.1056823730469,2082000
2023-03-10,418.3500061035156,419.7699890136719,395.0799865722656,395.92999267578125,394.6951599121094,2353700
2023-03-13,388.8699951171875,402.7099914550781,386.239990234375,398.2200012207031,396.97802734375,2000700
2023-03-14,404.3599853515625,406.3399963378906,397.25,402.45001220703125,401.1948547363281,1636600
2023-03-15,394.69000244140625,396.5,382.3999938964844,390.4800109863281,389.2621765136719,1964100
2023-03-16,387.6000061035156,393.3399963378906,384.67999267578125,391.1099853515625,389.89019775390625,1621800
2023-03-17,387.20001220703125,389.9700012207031,381.3900146484375,385.5,384.2976989746094,3124500
2023-03-20,389.1600036621094,396.67999267578125,387.489990234375,394.5,393.2696228027344,1325100
2023-03-21,400.7900085449219,404.5400085449219,399.739990234375,402.5899963378906,401.3343811035156,1341700
2023-03-22,403.6400146484375,404.2099914550781,394.80999755859375,394.9700012207031,393.7381591796875,1202400
2023-03-23,395.0,400.7099914550781,389.04998779296875,391.8500061035156,390.6278991699219,1566800
2023-03-24,387.3800048828125,388.5899963378906,381.5,386.5,385.2945861816406,1361500
2023-03-27,390.7900085449219,395.0299987792969,386.5799865722656,393.010009765625,391.7842712402344,1392700
2023-03-28,394.4200134277344,396.92999267578125,392.3900146484375,395.3500061035156,394.1169738769531,982000
2023-03-29,399.6499938964844,401.7200012207031,396.6099853515625,400.7900085449219,399.5400085449219,1455000
2023-03-30,402.29998779296875,406.5,401.9800109863281,403.70001220703125,403.70001220703125,1267900
2023-03-31,406.0,413.55999755859375,406.0,412.8800048828125,412.8800048828125,1778600
2023-04-03,413.04998779296875,419.3999938964844,413.04998779296875,414.989990234375,414.989990234375,1632200
