Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,219.3699951171875,220.4600067138672,215.77999877929688,216.6699981689453,215.4529266357422,292800
2023-01-31,217.30999755859375,220.7899932861328,216.60000610351562,220.5399932861328,219.30117797851562,260600
2023-02-01,219.44000244140625,220.33999633789062,217.25999450683594,218.36000061035156,217.1334228515625,344300
2023-02-02,217.0800018310547,219.5800018310547,214.47999572753906,217.7100067138672,216.48709106445312,521500
2023-02-03,218.35000610351562,219.0500030517578,215.24000549316406,216.97000122070312,215.75123596191406,362400
2023-02-06,217.5399932861328,222.22000122070312,217.5399932861328,222.00999450683594,220.76292419433594,564400
2023-02-07,221.6300048828125,226.25,218.88999938964844,225.30999755859375,224.0443878173828,446500
2023-02-08,223.5,226.49000549316406,223.0800018310547,225.6999969482422,224.43218994140625,377700
2023-02-09,221.0,223.0800018310547,211.94000244140625,220.4499969482422,219.21168518066406,1109000
2023-02-10,221.24000549316406,223.14999389648438,219.86000061035156,221.3300018310547,220.0867462158203,492700
2023-02-13,221.92999267578125,223.6999969482422,217.2100067138672,218.94000244140625,217.71017456054688,509900
2023-02-14,219.00999450683594,219.5800018310547,216.0500030517578,216.19000244140625,214.97561645507812,450400
2023-02-15,215.08999633789062,219.3300018310547,214.36000061035156,218.41000366210938,217.1831512451172,541200
2023-02-16,217.07000732421875,222.1999969482422,217.07000732421875,218.9199981689453,217.69027709960938,302900
2023-02-17,219.1999969482422,225.8800048828125,219.1999969482422,224.5399932861328,223.27870178222656,1362000
2023-02-21,226.10000610351562,226.7899932861328,221.00999450683594,222.02000427246094,220.7728729248047,406400
2023-02-22,222.41000366210938,223.75,219.64999389648438,220.75,219.510009765625,338800
2023-02-23,219.27999877929688,220.75,215.5,217.30999755859375,217.30999755859375,343200
2023-02-24,216.8000030517578,221.05999755859375,216.13999938964844,220.75,220.75,578900
2023-02-27,221.0500030517578,222.30999755859375,217.32000732421875,217.3800048828125,217.3800048828125,425800
2023-02-28,217.7899932861328,218.85000610351562,215.1300048828125,215.1999969482422,215.1999969482422,375100
2023-03-01,214.22000122070312,215.88999938964844,213.5,215.72999572753906,215.72999572753906,242600
2023-03-02,214.86000061035156,217.64999389648438,213.91000366210938,217.52000427246094,217.52000427246094,203600
2023-03-03,218.3800048828125,218.8000030517578,216.5800018310547,218.5,218.5,263600
2023-03-06,218.3699951171875,219.66000366210938,215.7899932861328,216.8300018310547,216.8300018310547,311000
2023-03-07,217.39999389648438,218.0800018310547,214.0,214.0,214.0,259100
2023-03-08,214.88999938964844,215.5,210.4600067138672,212.35000610351562,212.35000610351562,322200
2023-03-09,214.0,215.8000030517578,209.9499969482422,210.00999450683594,210.00999450683594,333500
2023-03-10,209.47999572753906,210.72000122070312,206.92999267578125,207.9600067138672,207.9600067138672,266800
2023-03-13,205.75,209.9199981689453,203.33999633789062,209.16000366210938,209.16000366210938,814300
2023-03-14,210.75999450683594,211.60000610351562,206.77000427246094,208.35000610351562,208.35000610351562,359900
2023-03-15,206.25,207.0,202.75,205.42999267578125,205.42999267578125,339600
2023-03-16,204.38999938964844,208.0399932861328,203.1199951171875,205.25999450683594,205.25999450683594,333000
2023-03-17,204.75,204.75,198.75999450683594,199.3699951171875,199.3699951171875,753700
2023-03-20,201.05999755859375,205.0,201.05999755859375,203.3300018310547,203.3300018310547,376100
2023-03-21,205.32000732421875,206.5800018310547,203.9199981689453,205.52999877929688,205.52999877929688,374300
2023-03-22,205.39999389648438,206.10000610351562,199.17999267578125,199.41000366210938,199.41000366210938,524800
2023-03-23,198.67999267578125,199.47999572753906,195.75,196.72999572753906,196.72999572753906,412600
2023-03-24,196.4199981689453,200.8800048828125,196.0,200.02999877929688,200.02999877929688,275500
2023-03-27,202.11000061035156,204.92999267578125,200.92999267578125,204.8800048828125,204.8800048828125,548100
2023-03-28,204.57000732421875,208.47999572753906,204.57000732421875,206.82000732421875,206.82000732421875,450000
2023-03-29,207.75,208.82000732421875,206.61000061035156,208.77999877929688,208.77999877929688,395500
2023-03-30,208.89999389648438,210.0,206.4499969482422,206.97000122070312,206.97000122070312,504900
2023-03-31,208.14999389648438,208.72999572753906,206.17999267578125,207.02000427246094,207.02000427246094,573400
2023-04-03,207.41000366210938,212.19000244140625,207.41000366210938,209.0,209.0,562000
